启运港,目的港,航线ID,共舱船公司,正向路径,反向路径,中间时间
青岛,明日数航船期查询北美洲美西美国长滩,1a5bde00eafa489e0835239915f56fdb,YML(PS6) | HMM(PS6) | ONE(PS6) | 森罗商船(PS6),青岛(QINGDAO)[2天] → 宁波(NINGBO)[3天] → 上海(SHANGHAI)[5天] → 光阳(KWANGYANG)[2天] → 釜山新港(BUSAN NEW PORT)[14天] → 长滩(LONG BEACH),奥克兰(OAKLAND)[15天] → 釜山新港(BUSAN NEW PORT)[2天] → 光阳(KWANGYANG)[2天] → 仁川(INCHON)[3天] → 青岛(QINGDAO),8天
青岛,明日数航船期查询北美洲美西美国长滩,954554d3d1fec72edeaadcd5008c1ddc,森罗商船(CPX) | HMM(CPX),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 釜山新港(BUSAN NEW PORT)[11天] → 长滩(LONG BEACH),波特兰(PORTLAND)[15天] → 釜山新港(BUSAN NEW PORT)[1天] → 光阳(KWANGYANG)[2天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询北美洲美东美国纽约,29e44a60ce61a75e2e752d1d1c2cd63f,OOCL(ECX2) | EMC(NUE2) | COSCO(AWE2) | CMA(MANB),天津(TIANJIN)[2天] → 青岛(QINGDAO)[3天] → 宁波(NINGBO)[2天] → 上海(SHANGHAI)[3天] → 釜山新港(BUSAN NEW PORT),纽约(NEW YORK)[4天] → 诺福克(NORFOLK)[3天] → 萨瓦纳(SAVANNAH)[34天] → 天津(TIANJIN),26天
青岛,明日数航船期查询北美洲美东美国纽约,1268df227e5265b8105ddebaf6e02aab,EMC(NUE) | COSCO(AWE1) | OOCL(ECC2) | CMA(VESPUCCI),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 釜山新港(BUSAN NEW PORT)[21天] → 科隆（CCT）(COLON（CCT）)[6天] → 萨瓦纳(SAVANNAH),查尔斯顿(CHARLESTON)[4天] → 波士顿(BOSTON)[2天] → 纽约(NEW YORK)[8天] → 科隆（CCT）(COLON（CCT）)[26天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询北美洲美东美国纽约,8ada417425de11175095b1bf993b5315,ZIM(ZNS) | MSC(EMPIRE SERVICE),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[2天] → 釜山新港(BUSAN NEW PORT)[30天] → 纽约(NEW YORK)[3天] → 巴尔的摩(BALTIMORE),杰克逊维尔(JACKSONVILLE)[2天] → 迈阿密(MIAMI)[4天] → 罗德曼(RODMAN)[23天] → 釜山新港(BUSAN NEW PORT)[4天] → 青岛(QINGDAO),4天
青岛,明日数航船期查询东南亚新马越泰越南海防,7dd0f265320a191c65aa92971041bb54,EMC(KTH),博多(HAKATA)[1天] → 釜山新港(BUSAN NEW PORT)[1天] → 光阳(KWANGYANG)[1天] → 仁川(INCHON)[3天] → 青岛(QINGDAO)[2天] → 台北(TAIPEI),高雄(KAOHSIUNG)[4天] → 海防(HAIPHONG)[3天] → 高雄(KAOHSIUNG)[2天] → 台北(TAIPEI)[3天] → 博多(HAKATA),1天
青岛,明日数航船期查询东南亚新马越泰越南海防,24adf156f53485d3abf993aac0ad5dd0,天敬海运(KCH) | 泛洋(KCH),仁川(INCHON)[2天] → 青岛(QINGDAO)[1天] → 宁波(NINGBO),海防(HAIPHONG)[3天] → 深圳蛇口(SHEKOU)[4天] → 仁川(INCHON),4天
青岛,明日数航船期查询东南亚新马越泰越南海防,f59fdded965711675735b423a8bfd719,锦江航运(CHH3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[4天] → 广州南沙(NANSHA),海防(HAIPHONG)[5天] → 上海(SHANGHAI)[1天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰越南海防,32c04e95917b4ab935c6fe3f35469ed2,外运集运(CHS2),青岛(QINGDAO)[2天] → 宁波(NINGBO),海防(HAIPHONG)[7天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询东南亚新马越泰越南海防,642c0f4fdc3361019a3f516ce19202ce,东暎海运(IQH) | 中联航运(IQH) | 泛洲海运(IQH) | 东进商船(IQH1),仁川(INCHON)[1天] → 青岛(QINGDAO)[5天] → 海防(HAIPHONG),深圳蛇口(SHEKOU)[1天] → 厦门(XIAMEN)[4天] → 仁川(INCHON),3天
青岛,明日数航船期查询东南亚新马越泰越南海防,4d2522fe8c3ec9cdad027bb862e85553,COSCO(CYH),天津(TIANJIN)[1天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[1天] → 连云港(LIANYUNGANG)[2天] → 宁波(NINGBO),洋浦港(YANGPUGANG)[3天] → 海防(HAIPHONG)[2天] → 香港(HONG KONG)[6天] → 天津(TIANJIN),4天
青岛,明日数航船期查询东南亚新马越泰越南海防,f9780ce58486e36ad3347b5704918f78,SITC(CKV),仁川(INCHON)[2天] → 大连(DALIAN)[1天] → 天津(TIANJIN)[2天] → 青岛(QINGDAO)[6天] → 海防(HAIPHONG),茱莱(CHU LAI)[2天] → 岘港(DANANG)[2天] → 深圳蛇口(SHEKOU)[4天] → 仁川(INCHON),2天
青岛,明日数航船期查询东南亚新马越泰越南胡志明,4611b7798195aeb279e43db131cf4da5,EMC(NCI),天津(TIANJIN)[2天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[1天] → 群山(KUNSAN)[2天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[3天] → 胡志明卡莱港(HOCHIMINH--CAT LAI),归仁港(QUI NHON)[1天] → 岘港(DANANG)[2天] → 海防(HAIPHONG)[4天] → 深圳盐田(YANTIAN)[1天] → 香港(HONG KONG)[5天] → 天津(TIANJIN),2天
青岛,明日数航船期查询东南亚新马越泰越南胡志明,fd2fd16b37041344965415d4fe7520ba,COSCO(CV2) | EMC(CV2) | OOCL(CHL5),青岛(QINGDAO)[2天] → 宁波(NINGBO)[6天] → 胡志明卡莱港(HOCHIMINH--CAT LAI),上海(SHANGHAI)[7天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[7天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询非洲南非南非德班,8da0ae180052b50fe9de869a7c11f445,MSC(INGWE SERVICE),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[3天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[10天] → 路易斯港(PORT LOUIS)[7天] → 库哈(PORT ELIZABETH--COEGA),德班(DURBAN)[13天] → 路易斯港(PORT LOUIS)[8天] → 科伦坡(COLOMBO)[5天] → 新加坡(SINGAPORE)[8天] → 香港(HONG KONG)[7天] → 青岛(QINGDAO),5天
