Date,Active energy burned(kcal),Activity,Distance(km),Duration(s),Elevation: Maximum(m),Elevation: Minimum(m),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Swimming stroke count(count),Weather: Humidity(%),Weather: Temperature(degC)
2025-01-17 11:15:54 - 2025-01-17 11:25:51,56.661,Swimming,0.300,597.267,,,0.000,1.000,0.000,0.000,0.000,132.125,132.125,6.406,116.000,55.000,3.448
2025-01-17 11:27:49 - 2025-01-17 11:37:42,56.729,Swimming,0.300,592.996,,,0.000,1.000,0.000,0.000,0.000,133.402,133.402,6.411,111.000,,
2025-01-20 13:37:21 - 2025-01-20 13:47:04,54.628,Swimming,0.300,582.670,,,0.000,1.000,0.000,0.000,0.000,125.489,125.489,6.325,108.000,42.000,6.072
2025-01-20 13:48:36 - 2025-01-20 13:58:33,54.274,Swimming,0.300,596.964,,,0.000,1.000,0.000,0.000,0.000,133.816,133.816,6.194,110.000,41.000,6.319
2025-01-20 13:59:55 - 2025-01-20 14:09:50,55.020,Swimming,0.300,594.524,,,0.000,0.000,1.000,0.000,0.000,136.865,136.865,6.280,114.000,,
2025-01-22 14:35:30 - 2025-01-22 14:45:22,52.780,Swimming,0.300,592.193,,,0.000,1.000,0.000,0.000,0.000,121.258,121.258,6.065,108.000,59.000,7.512
2025-01-22 14:46:28 - 2025-01-22 14:56:23,54.748,Swimming,0.300,595.249,,,0.000,1.000,0.000,0.000,0.000,132.015,132.015,6.236,111.000,61.000,7.352
2025-01-22 14:58:06 - 2025-01-22 15:08:01,52.346,Swimming,0.300,594.896,,,0.000,1.000,0.000,0.000,0.000,134.504,134.504,6.038,111.000,59.000,7.202
2025-01-24 13:21:11 - 2025-01-24 13:31:11,55.237,Swimming,0.300,599.550,,,0.000,1.000,0.000,0.000,0.000,116.824,116.824,6.212,111.000,,
2025-01-24 13:32:56 - 2025-01-24 13:43:02,52.850,Swimming,0.300,605.896,,,0.000,1.000,0.000,0.000,0.000,127.687,127.687,5.985,105.000,,
2025-01-24 13:45:36 - 2025-01-24 13:55:49,56.787,Swimming,0.300,613.216,,,0.000,1.000,0.000,0.000,0.000,127.992,127.992,6.245,113.000,57.000,7.927
2025-02-02 19:33:08 - 2025-02-02 19:42:36,52.601,Swimming,0.300,568.352,,,0.000,1.000,0.000,0.000,0.000,123.474,123.474,6.279,108.000,71.000,1.585
2025-02-02 19:44:00 - 2025-02-02 19:54:47,53.693,Swimming,0.300,644.066,,,0.000,1.000,0.000,0.000,0.000,133.375,133.375,6.122,107.000,,
2025-02-02 19:56:11 - 2025-02-02 20:05:50,59.129,Swimming,0.300,579.361,,,0.000,0.000,1.000,0.000,0.000,137.842,137.842,6.790,115.000,72.000,1.362
2025-02-02 20:07:46 - 2025-02-02 20:11:35,22.583,Swimming,0.100,229.465,,,0.000,0.067,0.933,0.000,0.000,142.756,148.000,6.672,37.000,,
2025-02-04 15:29:54 - 2025-02-04 15:39:31,52.554,Swimming,0.300,576.596,,,0.000,1.000,0.000,0.000,0.000,125.055,125.055,6.191,107.000,30.000,0.448
2025-02-04 15:42:36 - 2025-02-04 15:52:29,62.386,Swimming,0.300,592.810,,,0.000,0.000,1.000,0.000,0.000,135.292,135.292,6.888,115.000,31.000,0.448
2025-02-04 15:56:14 - 2025-02-04 16:06:28,57.534,Swimming,0.300,613.588,,,0.000,0.000,1.000,0.000,0.000,140.867,140.867,6.297,113.000,,
2025-02-04 16:08:37 - 2025-02-04 16:12:42,20.794,Swimming,0.100,244.313,,,0.000,0.188,0.812,0.000,0.000,139.688,147.000,5.866,33.000,30.000,0.499
2025-02-07 13:50:53 - 2025-02-07 14:00:39,52.184,Swimming,0.300,586.124,,,0.000,1.000,0.000,0.000,0.000,126.964,126.964,6.087,105.000,43.000,-5.604
2025-02-07 14:02:10 - 2025-02-07 14:12:11,56.155,Swimming,0.300,601.421,,,0.000,0.000,1.000,0.000,0.000,140.917,140.917,6.281,113.000,43.000,-5.575
2025-02-07 14:13:25 - 2025-02-07 14:23:40,53.666,Swimming,0.300,614.539,,,0.000,0.000,1.000,0.000,0.000,141.543,141.543,5.955,106.000,,
2025-02-10 14:32:54 - 2025-02-10 14:43:11,54.412,Swimming,0.300,617.119,,,0.000,1.000,0.000,0.000,0.000,126.438,126.438,6.040,105.000,46.000,4.026
2025-02-10 14:44:58 - 2025-02-10 14:55:16,56.434,Swimming,0.300,618.428,,,0.000,0.000,1.000,0.000,0.000,140.355,140.355,6.194,110.000,46.000,3.981
2025-02-10 14:57:52 - 2025-02-10 15:08:19,54.894,Swimming,0.300,626.613,,,0.000,0.000,1.000,0.000,0.000,142.145,142.145,6.005,106.000,44.000,4.256
2025-02-12 14:37:27 - 2025-02-12 14:47:51,55.875,Swimming,0.300,624.403,,,0.000,1.000,0.000,0.000,0.000,121.824,121.824,6.075,109.893,48.000,4.638
2025-02-12 14:49:10 - 2025-02-12 14:59:23,56.119,Swimming,0.300,612.854,,,0.000,0.000,1.000,0.000,0.000,135.869,135.869,6.179,113.000,47.000,4.541
2025-02-12 15:00:47 - 2025-02-12 15:10:54,55.031,Swimming,0.300,607.683,,,0.000,0.000,1.000,0.000,0.000,137.697,137.697,6.159,111.000,47.000,4.455
2025-02-15 20:38:11 - 2025-02-15 20:48:07,50.645,Swimming,0.300,595.573,,,0.000,1.000,0.000,0.000,0.000,124.681,124.681,5.908,100.000,72.000,5.697
2025-02-15 20:49:16 - 2025-02-15 20:59:30,52.245,Swimming,0.300,613.743,,,0.000,1.000,0.000,0.000,0.000,131.794,131.794,5.870,101.000,72.000,5.606
2025-02-15 21:01:49 - 2025-02-15 21:12:09,51.592,Swimming,0.300,619.992,,,0.000,1.000,0.000,0.000,0.000,132.862,132.862,5.775,101.000,72.000,5.449
2025-02-15 21:14:04 - 2025-02-15 21:18:12,20.962,Swimming,0.100,248.019,,,0.020,0.120,0.820,0.040,0.000,142.140,159.000,5.827,32.000,72.000,5.455
2025-02-15 21:23:11 - 2025-02-15 21:33:53,57.185,Swimming,0.300,642.401,,,0.000,0.000,1.000,0.000,0.000,135.722,135.722,6.064,108.000,72.000,5.414
2025-02-17 14:23:02 - 2025-02-17 14:33:05,55.458,Swimming,0.300,603.095,,,0.000,1.000,0.000,0.000,0.000,129.960,129.960,6.248,108.840,35.000,5.612
2025-02-17 14:34:34 - 2025-02-17 14:36:40,8.681,Swimming,0.075,125.763,,,0.083,0.917,0.000,0.000,0.000,126.167,132.000,5.106,19.000,35.000,5.715
2025-02-17 14:38:16 - 2025-02-17 14:48:28,52.630,Swimming,0.300,611.606,,,0.000,0.000,1.000,0.000,0.000,136.399,136.399,5.941,105.000,35.000,5.727
2025-02-17 14:50:57 - 2025-02-17 15:01:34,56.599,Swimming,0.275,637.226,,,0.000,0.000,1.000,0.000,0.000,137.884,137.884,6.073,107.000,35.000,5.733
2025-02-20 13:54:23 - 2025-02-20 14:04:58,51.984,Swimming,0.300,635.915,,,0.000,1.000,0.000,0.000,0.000,115.125,115.125,5.685,100.000,48.000,4.304
2025-02-20 14:06:37 - 2025-02-20 14:16:49,52.637,Swimming,0.300,611.618,,,0.000,1.000,0.000,0.000,0.000,124.037,124.037,5.917,105.000,48.000,4.274
2025-02-20 14:20:39 - 2025-02-20 14:30:48,52.491,Swimming,0.300,609.168,,,0.000,1.000,0.000,0.000,0.000,128.586,128.586,5.927,103.000,48.000,4.248
2025-02-20 14:33:06 - 2025-02-20 14:37:06,26.032,Swimming,0.100,239.158,,,0.062,0.834,0.104,0.000,0.000,127.604,137.000,7.273,39.000,48.000,4.212
2025-02-23 14:03:14 - 2025-02-23 14:13:22,52.497,Swimming,0.300,608.203,,,1.000,0.000,0.000,0.000,0.000,113.535,113.535,5.931,105.000,29.000,3.613
2025-02-23 14:16:44 - 2025-02-23 14:21:11,25.426,Swimming,0.100,266.858,,,0.000,0.824,0.176,0.000,0.000,130.902,142.000,6.492,42.000,,
2025-02-23 14:23:38 - 2025-02-23 14:33:48,51.378,Swimming,0.300,610.015,,,0.000,1.000,0.000,0.000,0.000,133.214,133.214,5.831,103.000,29.000,3.521
2025-02-23 14:35:52 - 2025-02-23 14:46:12,55.279,Swimming,0.300,620.184,,,0.000,0.000,1.000,0.000,0.000,138.443,138.443,6.079,111.000,29.000,3.688
2025-02-25 14:04:21 - 2025-02-25 14:14:17,53.806,Swimming,0.300,596.459,,,0.000,1.000,0.000,0.000,0.000,123.083,123.083,6.149,105.000,50.000,7.543
2025-02-25 14:15:59 - 2025-02-25 14:26:02,53.738,Swimming,0.300,603.157,,,0.000,1.000,0.000,0.000,0.000,134.023,134.023,6.098,107.000,,
2025-02-25 14:30:21 - 2025-02-25 14:40:18,51.980,Swimming,0.300,597.112,,,0.000,0.000,1.000,0.000,0.000,136.850,136.850,5.946,103.000,53.000,7.617
2025-02-25 14:42:35 - 2025-02-25 14:48:27,39.693,Swimming,0.150,352.291,,,0.000,0.000,1.000,0.000,0.000,139.124,139.124,7.363,62.000,51.000,7.651
2025-02-27 10:39:00 - 2025-02-27 10:48:48,50.842,Swimming,0.300,588.371,,,0.000,1.000,0.000,0.000,0.000,122.746,122.746,5.945,101.000,71.000,8.057
2025-02-27 10:49:54 - 2025-02-27 11:00:02,49.711,Swimming,0.300,608.318,,,0.000,1.000,0.000,0.000,0.000,132.502,132.502,5.721,101.000,72.000,7.897
2025-02-27 11:02:44 - 2025-02-27 11:12:58,52.778,Swimming,0.300,614.119,,,0.000,1.000,0.000,0.000,0.000,132.611,132.611,5.916,103.000,71.000,8.218
2025-02-27 11:14:49 - 2025-02-27 11:18:35,23.390,Swimming,0.100,226.240,,,0.043,0.500,0.457,0.000,0.000,133.152,142.000,6.842,39.000,72.000,8.012
2025-03-03 10:29:54 - 2025-03-03 10:39:25,49.749,Swimming,0.300,570.789,,,0.000,1.000,0.000,0.000,0.000,120.216,120.216,5.990,97.000,64.000,4.664
2025-03-03 10:41:02 - 2025-03-03 10:51:01,52.391,Swimming,0.300,598.851,,,0.000,1.000,0.000,0.000,0.000,133.493,133.493,6.004,104.000,65.000,4.847
2025-03-03 10:53:28 - 2025-03-03 11:03:08,51.158,Swimming,0.300,579.575,,,0.000,0.000,1.000,0.000,0.000,136.463,136.463,6.040,103.000,64.000,4.989
2025-03-03 11:05:37 - 2025-03-03 11:09:17,25.552,Swimming,0.100,220.694,,,0.000,0.182,0.818,0.000,0.000,139.545,146.000,7.497,41.000,64.000,5.147
2025-03-05 10:58:41 - 2025-03-05 11:08:10,50.617,Swimming,0.300,568.624,,,0.000,1.000,0.000,0.000,0.000,128.026,128.026,6.095,98.000,,
2025-03-05 11:09:48 - 2025-03-05 11:19:20,48.537,Swimming,0.300,571.735,,,0.000,0.000,1.000,0.000,0.000,135.427,135.427,5.851,97.000,,
2025-03-05 11:20:54 - 2025-03-05 11:30:35,50.209,Swimming,0.300,580.810,,,0.000,0.000,1.000,0.000,0.000,137.490,137.490,5.909,102.000,,
2025-03-05 11:32:18 - 2025-03-05 11:35:53,24.171,Swimming,0.100,215.125,,,0.000,0.465,0.535,0.000,0.000,134.977,148.000,7.515,40.000,64.000,5.255
2025-03-07 10:39:03 - 2025-03-07 10:48:36,53.481,Swimming,0.300,573.452,,,0.000,1.000,0.000,0.000,0.000,119.225,119.225,6.271,102.000,,
2025-03-07 10:50:01 - 2025-03-07 10:59:37,51.954,Swimming,0.300,575.636,,,0.000,1.000,0.000,0.000,0.000,132.390,132.390,6.158,106.000,54.000,5.182
2025-03-07 11:03:04 - 2025-03-07 11:12:37,51.570,Swimming,0.300,573.390,,,0.000,1.000,0.000,0.000,0.000,134.604,134.604,6.140,104.000,54.000,5.198
2025-03-07 11:14:29 - 2025-03-07 11:17:55,22.495,Swimming,0.100,205.562,,,0.024,0.341,0.635,0.000,0.000,135.366,145.000,7.173,40.000,54.000,5.251
2025-03-10 16:51:48 - 2025-03-10 17:01:30,51.577,Swimming,0.300,582.260,,,0.000,1.000,0.000,0.000,0.000,121.030,121.030,6.057,102.000,85.000,7.898
2025-03-10 17:02:59 - 2025-03-10 17:12:59,53.234,Swimming,0.300,599.937,,,0.000,1.000,0.000,0.000,0.000,129.271,129.271,6.060,106.000,86.000,7.855
2025-03-10 17:14:30 - 2025-03-10 17:30:02,89.384,Swimming,0.400,932.052,,,0.000,1.000,0.000,0.000,0.000,132.159,133.601,6.428,155.000,86.000,7.803
2025-03-12 13:50:44 - 2025-03-12 14:00:58,52.543,Swimming,0.300,613.961,,,0.000,1.000,0.000,0.000,0.000,119.385,119.385,5.900,104.000,40.000,14.086
2025-03-12 14:02:26 - 2025-03-12 14:12:40,53.039,Swimming,0.300,614.122,,,0.000,1.000,0.000,0.000,0.000,126.881,126.881,5.903,103.000,,
2025-03-12 14:14:44 - 2025-03-12 14:25:54,63.444,Swimming,0.300,669.350,,,0.000,1.000,0.000,0.000,0.000,130.137,130.137,6.358,113.000,42.000,13.872
2025-03-14 14:07:20 - 2025-03-14 14:17:25,51.059,Swimming,0.300,605.110,,,0.000,1.000,0.000,0.000,0.000,116.703,116.703,5.826,100.000,34.000,12.363
2025-03-14 14:19:47 - 2025-03-14 14:30:10,51.421,Swimming,0.300,622.603,,,0.000,1.000,0.000,0.000,0.000,124.536,124.536,5.708,101.000,,
2025-03-14 14:32:30 - 2025-03-14 14:43:01,54.897,Swimming,0.300,630.796,,,0.000,1.000,0.000,0.000,0.000,128.897,128.897,5.945,107.000,35.000,12.193
2025-03-14 14:45:00 - 2025-03-14 14:52:58,50.711,Swimming,0.200,478.472,,,0.000,1.000,0.000,0.000,0.000,128.289,128.289,6.958,81.000,,
2025-03-19 15:42:37 - 2025-03-19 15:53:28,53.406,Swimming,0.275,651.883,,,0.000,1.000,0.000,0.000,0.000,115.022,115.022,5.670,106.000,51.000,10.204
2025-03-19 15:55:32 - 2025-03-19 16:06:06,52.531,Swimming,0.300,633.911,,,0.000,1.000,0.000,0.000,0.000,123.572,123.572,5.723,102.000,51.000,10.180
2025-03-19 16:08:18 - 2025-03-19 16:18:40,55.837,Swimming,0.300,622.361,,,0.000,1.000,0.000,0.000,0.000,128.183,128.183,6.106,108.850,51.000,10.149
2025-03-19 16:20:46 - 2025-03-19 16:26:51,36.957,Swimming,0.150,365.059,,,0.000,1.000,0.000,0.000,0.000,129.835,129.835,6.718,60.929,52.000,10.109
2025-03-21 09:42:34 - 2025-03-21 09:52:43,54.761,Swimming,0.300,608.759,,,0.000,1.000,0.000,0.000,0.000,117.319,117.319,6.091,104.000,37.000,15.087
2025-03-21 09:54:33 - 2025-03-21 10:04:48,50.424,Swimming,0.300,615.776,,,0.000,1.000,0.000,0.000,0.000,124.782,124.782,5.674,100.000,,
2025-03-21 10:07:40 - 2025-03-21 10:23:44,91.093,Swimming,0.400,964.389,,,0.000,1.000,0.000,0.000,0.000,126.372,127.432,6.330,151.000,34.000,16.383
2025-03-24 10:08:08 - 2025-03-24 10:18:22,56.807,Swimming,0.300,613.757,,,0.000,1.000,0.000,0.000,0.000,122.395,122.395,6.231,110.000,39.000,16.874
2025-03-24 10:20:05 - 2025-03-24 10:30:26,55.092,Swimming,0.300,621.611,,,0.000,1.000,0.000,0.000,0.000,130.039,130.039,6.059,110.000,38.000,17.190
2025-03-24 10:32:17 - 2025-03-24 10:42:26,55.779,Swimming,0.300,609.886,,,0.000,1.000,0.000,0.000,0.000,132.564,132.564,6.218,113.000,36.000,17.414
2025-03-26 16:00:48 - 2025-03-26 16:11:02,53.903,Swimming,0.300,614.182,,,0.000,1.000,0.000,0.000,0.000,121.014,121.014,5.988,106.000,65.000,13.472
2025-03-26 16:13:07 - 2025-03-26 16:23:32,54.196,Swimming,0.300,625.766,,,0.000,1.000,0.000,0.000,0.000,128.740,128.740,5.961,106.000,67.000,13.303
2025-03-26 16:25:47 - 2025-03-26 16:36:27,56.300,Swimming,0.300,640.033,,,0.000,1.000,0.000,0.000,0.000,130.704,130.704,6.006,109.000,67.000,13.275
2025-03-30 20:43:11 - 2025-03-30 20:53:20,56.638,Swimming,0.300,608.503,,,0.000,1.000,0.000,0.000,0.000,125.699,125.699,6.296,108.928,61.000,8.620
2025-03-30 20:55:34 - 2025-03-30 21:05:52,55.077,Swimming,0.300,618.376,,,0.000,1.000,0.000,0.000,0.000,132.366,132.366,6.081,109.000,61.000,8.612
2025-03-30 21:07:55 - 2025-03-30 21:18:15,55.604,Swimming,0.300,620.062,,,0.000,0.000,1.000,0.000,0.000,137.863,137.863,6.098,110.000,61.000,8.609
2025-03-30 21:23:14 - 2025-03-30 21:32:07,50.618,Swimming,0.200,532.345,,,0.000,0.000,1.000,0.000,0.000,138.863,138.863,6.373,82.000,58.000,9.725
2025-04-01 15:12:30 - 2025-04-01 15:22:25,52.955,Swimming,0.300,595.295,,,0.000,1.000,0.000,0.000,0.000,120.635,120.635,6.068,106.000,58.000,11.274
2025-04-01 15:24:31 - 2025-04-01 15:34:55,55.515,Swimming,0.300,623.646,,,0.000,1.000,0.000,0.000,0.000,130.232,130.232,6.070,108.000,59.000,11.228
2025-04-01 15:38:36 - 2025-04-01 15:56:14,99.922,Swimming,0.400,1058.551,,,0.000,1.000,0.000,0.000,0.000,130.754,131.996,6.319,164.000,61.000,10.795
2025-04-06 20:41:27 - 2025-04-06 20:51:48,53.018,Swimming,0.300,621.048,,,0.000,1.000,0.000,0.000,0.000,122.943,122.943,5.842,105.000,63.000,11.991
2025-04-06 20:53:39 - 2025-04-06 21:04:07,52.844,Swimming,0.300,628.137,,,0.000,1.000,0.000,0.000,0.000,127.806,127.806,5.813,102.000,,
2025-04-06 21:07:35 - 2025-04-06 21:27:24,113.818,Swimming,0.400,1188.367,,,0.000,1.000,0.000,0.000,0.000,129.819,130.762,6.398,174.000,64.000,11.700
2025-04-09 11:34:14 - 2025-04-09 11:44:34,60.218,Swimming,0.300,619.345,,,0.000,1.000,0.000,0.000,0.000,120.140,120.140,6.516,114.000,59.000,14.237
2025-04-09 11:46:02 - 2025-04-09 11:56:23,55.983,Swimming,0.300,620.906,,,0.000,1.000,0.000,0.000,0.000,131.602,131.602,6.149,111.000,,
2025-04-09 11:58:09 - 2025-04-09 12:12:58,85.344,Swimming,0.400,888.663,,,0.000,1.000,0.000,0.000,0.000,132.023,132.023,6.457,154.000,,
2025-04-11 18:53:44 - 2025-04-11 19:04:09,53.344,Swimming,0.300,624.440,,,0.000,1.000,0.000,0.000,0.000,117.202,117.202,5.888,106.000,78.000,12.305
2025-04-11 19:05:53 - 2025-04-11 19:16:40,54.615,Swimming,0.300,646.775,,,0.000,1.000,0.000,0.000,0.000,124.400,124.400,5.827,107.895,78.000,12.359
2025-04-11 19:19:53 - 2025-04-11 19:35:58,88.410,Swimming,0.400,965.428,,,0.000,1.000,0.000,0.000,0.000,128.358,131.242,6.193,153.000,77.000,12.462
2025-04-14 15:36:43 - 2025-04-14 15:47:07,55.811,Swimming,0.300,623.698,,,0.000,1.000,0.000,0.000,0.000,123.863,123.863,6.097,109.000,46.000,14.552
2025-04-14 15:48:42 - 2025-04-14 15:59:10,57.079,Swimming,0.300,628.437,,,0.000,1.000,0.000,0.000,0.000,130.780,130.780,6.188,111.000,49.000,13.782
2025-04-14 16:03:13 - 2025-04-14 16:18:59,99.841,Swimming,0.400,945.938,,,0.000,0.500,0.500,0.000,0.000,132.535,136.195,6.915,170.000,47.000,14.355
2025-04-18 15:28:29 - 2025-04-18 15:39:03,54.111,Swimming,0.300,633.479,,,0.000,1.000,0.000,0.000,0.000,119.104,119.104,5.869,105.916,50.000,16.423
2025-04-18 15:41:06 - 2025-04-18 15:51:52,55.796,Swimming,0.300,645.260,,,0.000,1.000,0.000,0.000,0.000,123.919,123.919,5.942,107.000,,
2025-04-18 15:55:50 - 2025-04-18 16:11:47,84.016,Swimming,0.400,956.149,,,0.000,1.000,0.000,0.000,0.000,126.310,128.226,5.976,154.000,50.000,16.144
2025-04-20 21:13:17 - 2025-04-20 21:23:47,53.241,Swimming,0.300,629.315,,,0.000,1.000,0.000,0.000,0.000,128.230,128.230,5.841,106.000,83.000,11.118
2025-04-20 21:25:31 - 2025-04-20 21:35:56,54.296,Swimming,0.300,625.031,,,0.000,0.000,1.000,0.000,0.000,136.310,136.310,5.965,108.000,,
2025-04-20 21:37:28 - 2025-04-20 21:53:37,97.918,Swimming,0.400,968.663,,,0.000,0.000,1.000,0.000,0.000,138.205,138.205,6.702,169.000,82.000,11.162
2025-04-25 09:37:08 - 2025-04-25 09:47:38,54.610,Swimming,0.300,630.517,,,0.000,1.000,0.000,0.000,0.000,123.268,123.268,5.958,106.000,38.000,15.605
2025-04-25 09:50:44 - 2025-04-25 10:01:08,57.708,Swimming,0.300,624.199,,,0.000,1.000,0.000,0.000,0.000,130.603,130.603,6.261,114.000,38.000,15.783
2025-04-25 10:02:54 - 2025-04-25 10:17:44,82.374,Swimming,0.400,890.096,,,0.000,1.000,0.000,0.000,0.000,130.691,130.691,6.242,155.000,38.000,16.028
2025-04-27 15:18:42 - 2025-04-27 15:29:02,54.660,Swimming,0.300,619.691,,,0.000,1.000,0.000,0.000,0.000,120.975,120.975,6.002,109.000,55.000,17.629
2025-04-27 15:30:39 - 2025-04-27 15:41:13,53.740,Swimming,0.300,633.246,,,0.000,1.000,0.000,0.000,0.000,127.521,127.521,5.830,108.000,,
2025-04-27 15:44:46 - 2025-04-27 15:59:48,85.004,Swimming,0.400,901.341,,,0.000,1.000,0.000,0.000,0.000,132.463,132.463,6.343,158.000,,
2025-04-30 11:31:37 - 2025-04-30 11:41:46,53.543,Swimming,0.300,608.680,,,0.000,1.000,0.000,0.000,0.000,116.410,116.410,6.004,107.000,64.000,18.653
2025-04-30 11:43:59 - 2025-04-30 11:54:07,56.191,Swimming,0.300,608.075,,,0.000,1.000,0.000,0.000,0.000,127.742,127.742,6.259,111.000,65.000,18.371
2025-04-30 11:56:05 - 2025-04-30 12:10:29,84.128,Swimming,0.400,863.626,,,0.000,1.000,0.000,0.000,0.000,133.467,133.467,6.483,153.000,64.000,18.548
2025-05-06 12:38:32 - 2025-05-06 12:48:38,53.549,Swimming,0.300,605.998,,,0.000,1.000,0.000,0.000,0.000,117.781,117.781,6.046,107.000,76.000,15.688
2025-05-06 12:51:50 - 2025-05-06 13:01:48,55.537,Swimming,0.300,598.701,,,0.000,1.000,0.000,0.000,0.000,131.314,131.314,6.262,111.000,75.000,15.833
2025-05-06 13:05:30 - 2025-05-06 13:20:22,91.661,Swimming,0.400,891.725,,,0.000,0.500,0.500,0.000,0.000,137.025,140.359,6.798,163.000,75.000,15.944
2025-05-08 16:02:57 - 2025-05-08 16:12:39,52.817,Swimming,0.300,582.604,,,0.000,1.000,0.000,0.000,0.000,125.721,125.721,6.147,107.000,73.000,14.597
2025-05-08 16:14:36 - 2025-05-08 16:24:38,54.030,Swimming,0.300,601.141,,,0.000,1.000,0.000,0.000,0.000,132.341,132.341,6.128,108.000,73.000,14.596
2025-05-08 16:28:34 - 2025-05-08 16:43:38,84.414,Swimming,0.400,904.090,,,0.000,0.500,0.500,0.000,0.000,132.864,137.192,6.268,152.000,74.000,14.384
2025-05-11 16:16:41 - 2025-05-11 16:26:15,53.675,Swimming,0.300,574.262,,,0.000,1.000,0.000,0.000,0.000,123.213,123.213,6.289,110.000,57.000,18.314
2025-05-11 16:28:12 - 2025-05-11 16:38:03,56.477,Swimming,0.300,590.557,,,0.000,0.000,1.000,0.000,0.000,138.151,138.151,6.392,118.000,,
2025-05-11 16:39:50 - 2025-05-11 16:52:54,75.002,Swimming,0.400,783.141,,,0.000,0.000,1.000,0.000,0.000,142.106,142.106,6.394,154.000,57.000,18.101
2025-05-14 11:56:30 - 2025-05-14 12:06:17,54.628,Swimming,0.300,587.286,,,0.000,1.000,0.000,0.000,0.000,128.634,128.634,6.268,109.000,76.000,19.203
2025-05-14 12:07:58 - 2025-05-14 12:17:59,53.489,Swimming,0.300,600.661,,,0.000,0.000,1.000,0.000,0.000,136.950,136.950,6.041,108.000,76.000,19.246
2025-05-14 12:20:17 - 2025-05-14 12:33:35,73.500,Swimming,0.400,798.507,,,0.000,0.000,1.000,0.000,0.000,139.913,139.913,6.230,148.000,76.000,19.259
2025-05-18 16:18:22 - 2025-05-18 16:28:12,54.575,Swimming,0.300,589.695,,,0.000,1.000,0.000,0.000,0.000,125.752,125.752,6.265,108.000,59.000,16.709
2025-05-18 16:29:39 - 2025-05-18 16:42:45,71.483,Swimming,0.400,786.166,,,0.000,0.000,1.000,0.000,0.000,136.734,136.734,6.175,149.000,61.000,16.681
2025-05-18 16:46:09 - 2025-05-18 16:55:54,54.478,Swimming,0.300,584.760,,,0.000,0.000,1.000,0.000,0.000,141.119,141.119,6.282,114.000,61.000,16.565
2025-05-21 14:06:44 - 2025-05-21 14:16:12,47.747,Swimming,0.300,568.275,,,0.000,1.000,0.000,0.000,0.000,124.285,124.285,5.783,96.000,75.000,22.527
2025-05-21 14:18:03 - 2025-05-21 14:27:38,52.243,Swimming,0.300,575.413,,,0.000,0.000,1.000,0.000,0.000,136.399,136.399,6.145,106.000,75.000,22.547
2025-05-21 14:31:17 - 2025-05-21 14:44:31,70.972,Swimming,0.400,793.538,,,0.000,0.000,1.000,0.000,0.000,139.555,139.555,6.075,142.000,74.000,22.643
2025-05-22 11:45:05 - 2025-05-22 11:54:48,51.633,Swimming,0.300,582.956,,,0.000,1.000,0.000,0.000,0.000,123.031,123.031,6.057,105.000,38.000,24.869
2025-05-22 11:57:19 - 2025-05-22 12:07:00,53.107,Swimming,0.300,580.934,,,0.000,0.000,1.000,0.000,0.000,135.279,135.279,6.173,108.000,38.000,24.829
2025-05-22 12:12:57 - 2025-05-22 12:28:32,87.402,Swimming,0.400,935.776,,,0.000,1.000,0.000,0.000,0.000,132.754,132.754,6.270,154.000,38.000,24.781
2025-05-25 16:18:17 - 2025-05-25 16:34:45,89.652,Swimming,0.500,987.881,,,0.000,1.000,0.000,0.000,0.000,128.030,133.012,6.155,179.000,41.000,23.274
2025-05-25 16:36:45 - 2025-05-25 16:53:29,93.755,Swimming,0.500,1004.110,,,0.000,0.500,0.500,0.000,0.000,133.359,136.135,6.278,188.000,,
2025-05-29 14:39:12 - 2025-05-29 15:12:33,178.130,Swimming,1.000,2000.778,,,0.000,0.333,0.667,0.000,0.000,133.782,139.969,6.046,358.000,58.000,21.987
2025-05-30 12:14:23 - 2025-05-30 12:47:08,182.735,Swimming,1.000,1964.337,,,0.000,0.667,0.333,0.000,0.000,132.736,142.402,6.241,371.000,66.000,21.783
2025-06-02 13:24:53 - 2025-06-02 13:58:10,175.211,Swimming,1.000,1996.740,,,0.000,0.667,0.333,0.000,0.000,131.634,140.638,5.965,352.000,,
2025-06-03 18:52:38 - 2025-06-03 19:25:37,180.704,Swimming,1.000,1978.482,,,0.000,1.000,0.000,0.000,0.000,126.652,132.274,6.159,360.000,52.000,21.808
2025-06-06 10:40:21 - 2025-06-06 11:13:00,167.421,Swimming,1.000,1959.385,,,0.000,0.667,0.333,0.000,0.000,129.490,136.592,5.845,338.000,63.000,24.302
2025-06-08 13:21:19 - 2025-06-08 13:52:37,185.097,Swimming,1.000,1877.586,,,0.000,0.333,0.667,0.000,0.000,134.238,143.504,6.540,372.000,74.000,23.040
2025-06-11 11:05:01 - 2025-06-11 11:37:24,189.899,Swimming,1.000,1943.209,,,0.000,0.667,0.333,0.000,0.000,130.002,139.645,6.507,389.000,,
