Date,Active energy burned(kcal),Activity,Distance(km),Duration(s),Elevation: Maximum(m),Elevation: Minimum(m),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Swimming stroke count(count),Weather: Humidity(%),Weather: Temperature(degC)
2024-01-19 11:33:28 - 2024-01-19 11:43:24,51.668,Swimming,0.300,596.173,,,0.000,1.000,0.000,0.000,0.000,126.755,126.755,5.918,103.845,73.000,2.330
2024-01-19 11:45:17 - 2024-01-19 11:52:50,38.837,Swimming,0.175,453.054,,,0.000,1.000,0.000,0.000,0.000,125.198,125.198,5.883,61.000,73.000,2.510
2024-01-21 20:12:27 - 2024-01-21 20:22:36,52.851,Swimming,0.300,609.235,,,0.000,0.000,1.000,0.000,0.000,135.031,135.031,5.955,106.847,66.000,-5.080
2024-01-21 20:24:13 - 2024-01-21 20:34:38,52.883,Swimming,0.300,625.182,,,0.000,0.000,1.000,0.000,0.000,141.760,141.760,5.833,107.825,66.000,-5.150
2024-01-24 10:40:15 - 2024-01-24 10:50:39,52.630,Swimming,0.300,624.300,,,0.000,1.000,0.000,0.000,0.000,125.793,125.793,5.832,104.000,58.000,-1.440
2024-02-01 09:05:46 - 2024-02-01 09:17:45,41.957,Swimming,0.175,719.381,,,1.000,0.000,0.000,0.000,0.000,108.831,108.831,4.411,73.000,,
2024-02-01 19:04:49 - 2024-02-01 19:07:01,10.323,Swimming,0.054,131.921,1.349,-1.456,0.375,0.625,0.000,0.000,0.000,117.125,129.000,5.730,18.000,,
2024-02-01 19:09:44 - 2024-02-01 19:16:45,36.957,Swimming,0.099,372.327,1.388,-1.604,0.000,1.000,0.000,0.000,0.000,119.973,119.973,6.162,69.821,,
2024-02-01 19:40:19 - 2024-02-01 20:01:58,45.978,Swimming,0.153,1298.177,13.628,7.953,1.000,0.000,0.000,0.000,0.000,108.175,108.486,3.194,75.985,73.000,29.290
2024-02-02 10:56:00 - 2024-02-02 11:18:21,64.237,Swimming,0.055,1341.482,13.715,9.029,1.000,0.000,0.000,0.000,0.000,106.659,110.646,3.859,97.984,,
2024-02-03 09:16:47 - 2024-02-03 09:27:57,55.524,Swimming,0.300,669.829,,,1.000,0.000,0.000,0.000,0.000,112.110,112.110,5.467,100.966,,
2024-02-06 07:01:00 - 2024-02-06 07:11:33,50.858,Swimming,0.300,633.490,,,0.000,1.000,0.000,0.000,0.000,124.570,124.570,5.588,101.000,80.000,-4.210
2024-02-11 19:59:37 - 2024-02-11 20:09:39,49.768,Swimming,0.300,601.223,,,0.000,1.000,0.000,0.000,0.000,128.148,128.148,5.749,98.000,79.000,4.040
2024-02-11 20:11:05 - 2024-02-11 20:22:19,67.845,Swimming,0.300,674.693,,,0.000,0.000,1.000,0.000,0.000,137.605,137.605,6.649,115.923,79.000,3.980
2024-02-19 14:21:10 - 2024-02-19 14:30:52,48.864,Swimming,0.300,582.369,,,0.000,0.000,1.000,0.000,0.000,142.042,142.042,5.798,100.000,49.000,4.340
2024-02-21 15:48:12 - 2024-02-21 15:58:00,51.776,Swimming,0.300,588.235,,,0.000,1.000,0.000,0.000,0.000,131.312,131.312,6.004,105.000,82.000,-1.700
2024-02-23 14:54:31 - 2024-02-23 15:04:29,52.294,Swimming,0.300,598.076,,,0.000,1.000,0.000,0.000,0.000,132.475,132.475,5.998,108.000,57.000,3.170
2024-02-23 15:06:48 - 2024-02-23 15:13:44,36.522,Swimming,0.200,415.830,,,0.000,0.000,1.000,0.000,0.000,140.690,140.690,6.040,73.866,57.000,3.110
2024-02-25 16:24:11 - 2024-02-25 16:26:57,9.054,Swimming,0.050,100.446,,,0.588,0.412,0.000,0.000,0.000,110.853,124.000,4.548,18.000,52.000,6.570
2024-02-25 16:29:22 - 2024-02-25 16:39:20,57.434,Swimming,0.300,597.959,,,0.000,1.000,0.000,0.000,0.000,132.000,132.000,6.410,114.000,52.000,6.520
2024-03-07 09:22:04 - 2024-03-07 09:31:38,52.494,Swimming,0.300,574.396,,,0.000,1.000,0.000,0.000,0.000,129.075,129.075,6.181,106.000,56.000,3.180
2024-03-10 08:36:30 - 2024-03-10 08:46:15,51.023,Swimming,0.300,584.926,,,0.000,1.000,0.000,0.000,0.000,131.916,131.916,5.978,104.000,80.000,5.060
2024-03-13 19:33:13 - 2024-03-13 19:42:52,54.387,Swimming,0.300,578.777,,,0.000,1.000,0.000,0.000,0.000,130.950,130.950,6.331,112.000,68.000,7.300
2024-03-17 09:57:18 - 2024-03-17 10:07:03,58.516,Swimming,0.300,585.649,,,0.000,1.000,0.000,0.000,0.000,131.723,131.723,6.649,115.000,44.000,7.500
2024-03-19 12:32:39 - 2024-03-19 12:42:18,57.375,Swimming,0.300,579.377,,,0.000,1.000,0.000,0.000,0.000,133.113,133.113,6.565,115.000,29.000,10.530
2024-03-24 14:49:00 - 2024-03-24 14:58:16,50.589,Swimming,0.300,555.832,,,0.000,1.000,0.000,0.000,0.000,134.179,134.179,6.168,103.918,47.000,13.750
2024-03-24 15:03:15 - 2024-03-24 15:13:04,56.996,Swimming,0.300,589.186,,,0.000,0.000,1.000,0.000,0.000,149.882,149.882,6.503,115.000,47.000,13.670
2024-03-31 13:49:02 - 2024-03-31 13:58:31,50.998,Swimming,0.300,568.484,,,0.000,1.000,0.000,0.000,0.000,133.180,133.180,6.113,105.000,51.000,12.440
2024-03-31 14:00:15 - 2024-03-31 14:05:07,30.257,Swimming,0.150,291.849,,,0.000,0.121,0.879,0.000,0.000,141.948,150.000,6.904,59.000,52.000,12.390
2024-04-04 14:29:48 - 2024-04-04 14:39:28,39.737,Swimming,0.225,455.033,,,0.000,1.000,0.000,0.000,0.000,121.648,121.648,5.167,78.000,40.000,15.340
2024-04-08 19:38:31 - 2024-04-08 19:47:56,53.969,Swimming,0.300,564.647,,,0.000,1.000,0.000,0.000,0.000,131.794,131.794,6.433,111.000,67.000,12.300
2024-04-08 19:52:05 - 2024-04-08 20:01:31,51.862,Swimming,0.300,566.190,,,0.000,0.000,1.000,0.000,0.000,141.519,141.519,6.210,108.000,68.000,12.150
2024-04-14 16:03:52 - 2024-04-14 16:13:24,55.975,Swimming,0.300,571.798,,,0.000,1.000,0.000,0.000,0.000,127.267,127.267,6.565,112.855,90.000,13.500
2024-04-14 16:18:10 - 2024-04-14 16:27:59,53.961,Swimming,0.300,588.628,,,0.000,0.000,1.000,0.000,0.000,144.722,144.722,6.185,109.000,90.000,13.440
2024-04-21 15:11:57 - 2024-04-21 15:21:43,53.976,Swimming,0.300,585.460,,,0.000,1.000,0.000,0.000,0.000,133.266,133.266,6.212,108.000,,
2024-04-21 15:23:07 - 2024-04-21 15:33:10,56.258,Swimming,0.300,602.526,,,0.000,0.000,1.000,0.000,0.000,148.240,148.240,6.283,114.000,,
2024-04-28 11:17:15 - 2024-04-28 11:26:34,52.812,Swimming,0.300,559.230,,,0.000,1.000,0.000,0.000,0.000,128.345,128.345,6.347,109.000,68.000,16.720
2024-05-05 20:26:31 - 2024-05-05 20:36:17,51.663,Swimming,0.300,586.214,,,0.000,1.000,0.000,0.000,0.000,127.303,127.303,6.017,105.000,79.000,14.800
2024-05-05 20:38:23 - 2024-05-05 20:48:08,55.225,Swimming,0.300,585.394,,,0.000,0.000,1.000,0.000,0.000,145.363,145.363,6.359,113.000,79.000,14.680
2024-05-08 16:15:52 - 2024-05-08 16:25:17,61.503,Swimming,0.300,565.000,,,0.000,0.000,1.000,0.000,0.000,144.096,144.096,7.095,123.000,55.000,18.100
2024-05-12 20:39:24 - 2024-05-12 20:48:39,56.837,Swimming,0.300,555.370,,,0.000,1.000,0.000,0.000,0.000,132.694,132.694,6.781,115.000,64.000,15.830
2024-05-12 20:51:47 - 2024-05-12 20:57:25,34.613,Swimming,0.100,337.675,,,0.000,1.000,0.000,0.000,0.000,130.774,130.774,6.754,47.000,64.000,15.730
2024-05-17 15:36:51 - 2024-05-17 15:46:25,58.164,Swimming,0.300,574.621,,,0.000,1.000,0.000,0.000,0.000,128.270,128.270,6.685,118.000,68.000,20.430
2024-05-18 20:06:49 - 2024-05-18 20:15:58,52.481,Swimming,0.300,548.851,,,0.000,1.000,0.000,0.000,0.000,132.800,132.800,6.409,106.838,49.000,29.680
2024-05-18 20:20:08 - 2024-05-18 20:29:43,56.958,Swimming,0.300,575.048,,,0.000,0.000,1.000,0.000,0.000,137.547,137.547,6.623,116.000,50.000,29.410
2024-05-23 11:49:42 - 2024-05-23 11:59:00,60.394,Swimming,0.300,557.907,,,0.000,1.000,0.000,0.000,0.000,126.413,126.413,7.128,117.000,75.000,20.730
2024-05-26 21:03:08 - 2024-05-26 21:12:31,52.143,Swimming,0.300,562.838,,,0.000,1.000,0.000,0.000,0.000,129.431,129.431,6.285,103.000,68.000,18.180
2024-05-31 11:09:07 - 2024-05-31 11:18:31,51.118,Swimming,0.300,563.615,,,0.000,1.000,0.000,0.000,0.000,126.151,126.151,6.167,106.000,64.000,24.000
2024-05-31 11:20:58 - 2024-05-31 11:30:55,51.605,Swimming,0.300,596.996,,,0.000,0.000,1.000,0.000,0.000,136.797,136.797,5.951,105.000,63.000,24.320
2024-06-09 20:07:16 - 2024-06-09 20:16:47,53.446,Swimming,0.300,571.033,,,0.000,1.000,0.000,0.000,0.000,129.882,129.882,6.337,108.000,76.000,22.820
2024-06-09 20:18:52 - 2024-06-09 20:20:42,13.779,Swimming,0.050,110.737,,,0.071,0.929,0.000,0.000,0.000,124.786,131.000,8.163,19.000,76.000,22.740
2024-06-12 10:25:17 - 2024-06-12 10:34:54,53.660,Swimming,0.300,577.774,,,0.000,1.000,0.000,0.000,0.000,124.904,124.904,6.286,109.000,85.000,22.940
2024-06-23 20:30:06 - 2024-06-23 20:34:31,16.017,Swimming,0.075,264.507,,,0.641,0.359,0.000,0.000,0.000,109.256,125.000,4.545,26.000,74.000,25.190
2024-06-23 20:37:39 - 2024-06-23 20:40:51,16.291,Swimming,0.100,192.667,,,0.310,0.690,0.000,0.000,0.000,119.379,131.000,6.096,32.000,72.000,25.160
2024-06-23 20:54:49 - 2024-06-23 20:56:47,13.736,Swimming,0.050,117.702,,,0.095,0.905,0.000,0.000,0.000,123.429,133.000,7.834,21.869,70.000,25.050
2024-07-12 14:20:46 - 2024-07-12 14:30:19,54.124,Swimming,0.300,572.679,,,0.000,0.000,1.000,0.000,0.000,136.320,136.320,6.376,110.000,78.000,26.820
2024-08-18 20:05:16 - 2024-08-18 20:15:20,53.552,Swimming,0.300,604.263,,,0.000,1.000,0.000,0.000,0.000,132.511,132.511,6.065,107.000,77.000,29.220
2024-09-01 19:57:42 - 2024-09-01 20:06:57,41.685,Swimming,0.225,554.717,,,0.000,1.000,0.000,0.000,0.000,122.823,122.823,5.338,83.000,88.000,27.520
2024-09-01 20:09:01 - 2024-09-01 20:19:40,54.721,Swimming,0.300,638.963,,,0.000,0.000,1.000,0.000,0.000,137.355,137.355,5.875,108.988,88.000,27.470
2024-09-04 08:59:42 - 2024-09-04 09:09:56,55.487,Swimming,0.300,614.311,,,0.000,1.000,0.000,0.000,0.000,123.984,123.984,6.112,111.000,,
