启运港,目的港,航线ID,港口ID,开航日,航程,共舱船公司,船名,航次,船型,计划开航,实际离港,预计到港,启运港码头,目的港码头
QINGDAO(青岛),BALBOA(巴尔博亚),188,19,周三,30,CMA（PEX2） | COSCO（CAX1） | OOCL（TLC1） 中南美直航,CSCL LONG BEACH,061E,9572TEU,2025/11/6,2025/11/6,2025/12/6,QQCTU,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),188,19,周三,30,CMA（PEX2） | COSCO（CAX1） | OOCL（TLC1） 中南美直航,CMA CGM LIBERTY,0PPMFE2MA,14846TEU,2025/11/10,,2025/12/10,QQCTU,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),188,19,周三,30,CMA（PEX2） | COSCO（CAX1） | OOCL（TLC1） 中南美直航,CMA CGM RABELAIS,0PPMHE2MA,6758TEU,2025/11/12,,2025/12/12,QQCTU,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),188,19,周三,30,CMA（PEX2） | COSCO（CAX1） | OOCL（TLC1） 中南美直航,CMA CGM DOLOMITES,0PPMRE2MA,6014TEU,2025/11/19,,2025/12/19,QQCTU,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),188,19,周三,30,CMA（PEX2） | COSCO（CAX1） | OOCL（TLC1） 中南美直航,CMA CGM PRIDE,0PPMPE2MA,14846TEU,2025/11/26,,2025/12/26,QQCTU,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),188,19,周三,30,CMA（PEX2） | COSCO（CAX1） | OOCL（TLC1） 中南美直航,COSCO HELLAS,115E,9469TEU,2025/12/3,,2026/1/2,QQCTU,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),188,19,周三,30,CMA（PEX2） | COSCO（CAX1） | OOCL（TLC1） 中南美直航,CMA CGM KIMBERLEY,0PPMKE2MA,15254TEU,2025/12/10,,2026/1/9,QQCTU,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),188,19,周三,30,CMA（PEX2） | COSCO（CAX1） | OOCL（TLC1） 中南美直航,YANTIAN I,109E,9469TEU,2025/12/17,,2026/1/16,QQCTU,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),188,19,周三,30,CMA（PEX2） | COSCO（CAX1） | OOCL（TLC1） 中南美直航,CMA CGM MAUI,0PPCVE2MA,15254TEU,2025/12/24,,2026/1/23,QQCTU,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,BLANK SAILING,BLANK SAILING,,2025/11/2,,,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EL BANCO,545E,12800TEU,2025/11/10,,2025/12/13,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK ESMERALDAS,547E,13092TEU,2025/11/23,,2025/12/26,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,AMBITION,548E,13100TEU,2025/11/30,,2026/1/2,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EDIRNE,549E,13092TEU,2025/12/7,,2026/1/9,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EL PALOMAR,550E,12800TEU,2025/12/14,,2026/1/16,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EDINBURGH,551E,13092TEU,2025/12/21,,2026/1/23,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,46,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM UNITY,0MEM9W1MA,14846TEU,2025/11/4,2025/11/4,2025/12/20,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,46,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM IGUACU,0MEMFW1MA,14812TEU,2025/11/19,,2026/1/4,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,46,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM SCANDOLA,0MEMHW1MA,15128TEU,2025/11/28,,2026/1/13,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,46,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM HOPE,0MEMJW1MA,14846TEU,2025/12/6,,2026/1/21,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,46,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM GREENLAND,0MEMLW1MA,15254TEU,2025/12/10,,2026/1/25,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,46,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM BALI,0MEMNW1MA,14812TEU,2025/12/17,,2026/2/1,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周 三,46,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM GRACE BAY,0MEMBW1MA,15254TEU,2025/11/10,,2025/12/26,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),2236,19,周四,39,泰赢（PAX） 地中海直航,PANDA 001,523W,5527TEU,2025/11/9,,2025/12/18,QQCTN,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),2236,19,周四,39,泰赢（PAX） 地中海直航,JADRANA,524W,4957TEU,2025/11/23,,2026/1/1,QQCTN,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM MOONSTONE,4W,7000TEU,2025/11/1,2025/11/2,2025/12/14,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM SPINEL,6W,7000TEU,2025/11/8,2025/11/8,2025/12/21,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,NINGBO,89W,8200TEU,2025/11/16,,2025/12/29,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,SAN DIEGO,74W,8200TEU,2025/11/22,,2026/1/4,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,JASPER,6W,7000TEU,2025/11/27,,2026/1/9,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM NORFOLK,20W,9115TEU,2025/12/11,,2026/1/23,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM RUBY,7W,7000TEU,2025/12/18,,2026/1/30,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,SHENZHEN,14W,8586TEU,2025/12/25,,2026/2/6,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC CELESTINO MARESCA,GJ544W,24116TEU,2025/11/6,2025/11/6,2026/1/2,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC MICHEL CAPPELLINI,GJ545W,24346TEU,2025/11/13,,2026/1/9,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC SALERNO,GJ546W,16196TEU,2025/11/13,,2026/1/9,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC MELATILDE,GJ547W,14036TEU,2025/11/23,,2026/1/19,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC ISTANBUL,GJ548W,15908TEU,2025/12/2,,2026/1/28,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC DIANA,GJ549W,19472TEU,2025/12/7,,2026/2/2,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC RIFAYA,GJ550W,19472TEU,2025/12/16,,2026/2/11,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC SIXIN,GJ551W,23656TEU,2025/12/26,,2026/2/21,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2510S,2556TEU,2025/11/8,,2025/11/19,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC PENANG,2511S,2806TEU,2025/11/11,,2025/11/22,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,TS NANSHA,25011S,2693TEU,2025/11/18,,2025/11/29,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,SITC YUNCHENG,2511S,2433TEU,2025/11/24,,2025/12/5,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2511S,2556TEU,2025/12/4,,2025/12/15,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC PENANG,2512S,2806TEU,2025/12/9,,2025/12/20,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,TS NANSHA,25012S,2693TEU,2025/12/15,,2025/12/26,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,SITC YUNCHENG,2512S,2433TEU,2025/12/26,,2026/1/6,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,KMTC JEBEL ALI,2506W,4275TEU,2025/11/5,2025/11/5,2025/11/23,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,TIGER CHENNAI,2508W,3158TEU,2025/11/6,2025/11/6,2025/11/24,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,INTERASIA HORIZON,W051,4250TEU,2025/11/13,,2025/12/1,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 510,W193,4250TEU,2025/11/24,,2025/12/12,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 521,W037,4178TEU,2025/12/1,,2025/12/19,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,TIGER CHENNAI,2509W,3158TEU,2025/12/10,,2025/12/28,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,KMTC JEBEL ALI,2507W,4275TEU,2025/12/15,,2026/1/2,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 522,W036,4255TEU,2025/12/29,,2026/1/16,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 522,W035,4255TEU,2025/11/17,,2025/12/5,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,INTERASIA HORIZON,W052,4250TEU,2025/12/22,,2026/1/9,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1970,19,周二,13,IAL 运达航运（ICI） | WHL（INX） 加班船,WAN HAI 363,W026,3013TEU,2025/11/16,,2025/11/29,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 511,W104,4532TEU,2025/11/8,2025/11/7,2025/11/23,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,BLANK SAILING,BLANK SAILING,,2025/11/13,,,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 611,W081,5610TEU,2025/11/28,,2025/12/13,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 512,W118,4680TEU,2025/12/11,,2025/12/26,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 511,W105,4532TEU,2025/12/18,,2026/1/2,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,INTERASIA ENGAGE,W035,2782TEU,2025/11/20,,2025/12/5,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,MAERSK KOWLOON,544W,7471TEU,2025/11/5,2025/11/5,2025/11/22,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS CARINA,25046W,7000TEU,2025/11/19,,2025/12/6,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS CASSIOPEIA,25047W,7000TEU,2025/11/21,,2025/12/8,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,GSL GRANIA,548W,7849TEU,2025/11/28,,2025/12/15,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS PHOENIX,25049W,7000TEU,2025/12/5,,2025/12/22,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,MAERSK KOWLOON,551W,7471TEU,2025/12/19,,2026/1/5,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS BARDSEY,25045W,4957TEU,2025/11/6,,2025/11/23,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,GSL CHRISTEN,550W,6178TEU,2025/12/12,,2025/12/29,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2512,19,周六,10,MAERSK（SH3） 东南亚吉大直航,MAERSK NUSANTARA,534C,2754TEU,2025/11/3,2025/11/3,2025/11/13,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2512,19,周六,10,MAERSK（SH3） 东南亚吉大直航,MAERSK VLADIVOSTOK,533C,2806TEU,2025/11/11,,2025/11/21,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2512,19,周六,10,MAERSK（SH3） 东南亚吉大直航,MAERSK MONGLA,534C,2806TEU,2025/11/15,,2025/11/25,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2512,19,周六,10,MAERSK（SH3） 东南亚吉大直航,MCC YANGON,546C,2806TEU,2025/11/22,,2025/12/2,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2512,19,周六,10,MAERSK（SH3） 东南亚吉大直航,MCC TAIPEI,543C,2806TEU,2025/11/29,,2025/12/9,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2512,19,周六,10,MAERSK（SH3） 东南亚吉大直航,MAERSK KWANGYANG,544C,2806TEU,2025/12/6,,2025/12/16,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2512,19,周六,10,MAERSK（SH3） 东南亚吉大直航,MAERSK VLADIVOSTOK,535C,2806TEU,2025/12/20,,2025/12/30,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周日,10,EMC（NCS） 马来西亚直航,EVER VERA,0256-016S,3000TEU,2025/11/6,2025/11/6,2025/11/16,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周日,10,EMC（NCS） 马来西亚直航,EVER VERVE,0259-005S,3000TEU,2025/11/12,,2025/11/22,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周日,10,EMC（NCS） 马来西亚直航,EVER VIVA,0258-013S,3000TEU,2025/11/12,,2025/11/22,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周日,10,EMC（NCS） 马来西亚直航,EVER VISTA,0260-004S,3000TEU,2025/11/26,,2025/12/6,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周日,10,EMC（NCS） 马来西亚直航,EVER VERA,0261-017S,3000TEU,2025/12/1,,2025/12/11,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周日,10,EMC（NCS） 马来西亚直航,EVER VERVE,0263-006S,3000TEU,2025/12/9,,2025/12/19,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周日,10,EMC（NCS） 马来西亚直航,EVER VIVA,0262-014S,3000TEU,2025/12/10,,2025/12/20,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周日,10,EMC（NCS） 马来西亚直航,EVER VISTA,0264-005S,3000TEU,2025/12/21,,2025/12/31,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG W(巴生西),316,19,周一,10,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC PENANG,2511S,2806TEU,2025/11/11,,2025/11/21,QQCT,WESTPORT/PORT KLANG WESTPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG W(巴生西),316,19,周一,10,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,TS NANSHA,25011S,2693TEU,2025/11/18,,2025/11/28,QQCT,WESTPORT/PORT KLANG WESTPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG W(巴生西),316,19,周一,10,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,SITC YUNCHENG,2511S,2433TEU,2025/11/24,,2025/12/4,QQCT,WESTPORT/PORT KLANG WESTPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG W(巴生西),316,19,周一,10,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2511S,2556TEU,2025/12/4,,2025/12/14,QQCT,WESTPORT/PORT KLANG WESTPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG W(巴生西),316,19,周一,10,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC PENANG,2512S,2806TEU,2025/12/9,,2025/12/19,QQCT,WESTPORT/PORT KLANG WESTPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG W(巴生西),316,19,周一,10,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,TS NANSHA,25012S,2693TEU,2025/12/15,,2025/12/25,QQCT,WESTPORT/PORT KLANG WESTPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG W(巴生西),316,19,周一,10,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,SITC YUNCHENG,2512S,2433TEU,2025/12/26,,2026/1/5,QQCT,WESTPORT/PORT KLANG WESTPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG W(巴生西),316,19,周一,10,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2510S,2556TEU,2025/11/8,,2025/11/18,QQCT,WESTPORT/PORT KLANG WESTPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG W(巴生西),2297,19,周一,11,IAL 运达航运（NFS） | KMTC（KCM4） | ONE（KC2） | PIL（KCS） | 南星（NFS） 东南亚直航,NYK ISABEL,0176S,2664TEU,2025/11/10,,2025/11/21,QQCT,WESTPORT/PORT KLANG WESTPORT CONTAINER TERMINAL
