启运港,目的港,航线ID,港口ID,开航日,航程,共舱船公司,船名,航次,船型,计划开航,实际离港,预计到港,启运港码头,目的港码头
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM DIAMOND,7W,7000TEU,2026/1/8,,2026/2/20,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM MOUNT KILIMANJARO,10W,15000TEU,2026/1/15,,2026/2/27,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,SAPPHIRE,545W,8240TEU,2026/1/22,,2026/3/6,QQCTN,APM-BCN/APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC ISTANBUL,GJ548W,15908TEU,2025/12/7,2025/12/7,2026/2/2,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC DIANA,GJ549W,19472TEU,2025/12/13,,2026/2/8,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC RIFAYA,GJ551W,19472TEU,2025/12/22,,2026/2/17,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC SIXIN,GJ552W,23656TEU,2025/12/28,,2026/2/23,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC LORETO,GJ601W,24232TEU,2026/1/3,,2026/3/1,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC NICOLA MASTRO,GJ602W,24116TEU,2026/1/11,,2026/3/9,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC TESSA,GJ603W,24116TEU,2026/1/15,,2026/3/13,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC AMELIA,GJ604W,23964TEU,2026/1/24,,2026/3/22,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC AMSTERDAM,GJ605W,16652TEU,2026/1/29,,2026/3/27,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周五,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,BLANK SAILING,BLANK SAILING,,2025/12/5,,2026/1/12,QQCTU,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周五,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM KIMBERLEY,0MEMJW1MA,15254TEU,2025/12/8,2025/12/8,2026/1/28,QQCTU,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周五,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM GREENLAND,0MEMNW1MA,15254TEU,2025/12/21,,2026/2/10,QQCTU,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周五,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM LAGUNA,0MEMPW1MA,15254TEU,2025/12/25,,2026/2/14,QQCTU,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周五,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM BIG SUR,0MEMRW1MA,15254TEU,2025/12/30,,2026/2/19,QQCTU,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周五,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM JULES VERNE,0MEMVW1MA,16022TEU,2026/1/16,,2026/3/8,QQCTU,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周五,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM APOLLON,0MEMXW1MA,15363TEU,2026/1/23,,2026/3/15,QQCTU,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周五,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM GALAPAGOS,0MEMZW1MA,15254TEU,2026/1/30,,2026/3/22,QQCTU,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2511S,2556TEU,2025/12/10,2025/12/10,2025/12/21,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC PENANG,2512S,2806TEU,2025/12/16,,2025/12/27,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,TS NANSHA,25012S,2693TEU,2025/12/20,,2025/12/31,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,SITC YUNCHENG,2512S,2433TEU,2025/12/27,,2026/1/7,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2512S,2556TEU,2026/1/3,,2026/1/14,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,TS NANSHA,26001S,2693TEU,2026/1/12,,2026/1/23,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC PENANG,2513S,2806TEU,2026/1/13,,2026/1/24,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,SITC YUNCHENG,2601S,2433TEU,2026/1/25,,2026/2/5,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2601S,2556TEU,2026/1/31,,2026/2/11,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,TIGER CHENNAI,2601S,2556TEU,2026/1/31,,2026/2/11,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 521,W037,4178TEU,2025/12/7,2025/12/7,2025/12/25,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,TIGER CHENNAI,2509W,3158TEU,2025/12/15,,2026/1/2,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,KMTC JEBEL ALI,2507W,4275TEU,2025/12/23,,2026/1/10,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,INTERASIA HORIZON,W052,4250TEU,2025/12/24,,2026/1/11,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 522,W036,4255TEU,2025/12/30,,2026/1/17,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 510,W194,4250TEU,2026/1/6,,2026/1/24,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 521,W038,4178TEU,2026/1/12,,2026/1/30,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,TIGER CHENNAI,2601W,3158TEU,2026/1/16,,2026/2/3,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,KMTC JEBEL ALI,2601W,4275TEU,2026/1/29,,2026/2/16,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,INTERASIA HORIZON,W053,4250TEU,2026/2/2,,2026/2/20,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 521,2508W,4178TEU,2026/1/12,,2026/1/30,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2668,19,周二,9,KMTC（SPCIN） 加班船,KMTC CHENNAI,2508W,4275TEU,2025/12/24,,2026/1/2,QQCTU,
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VISTA,0261-005S,3000TEU,2025/12/7,2025/12/7,2025/12/19,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,SEASPAN NEW DELHI,0262-023S,4253TEU,2025/12/14,2025/12/14,2025/12/26,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VIVA,0263-014S,3000TEU,2025/12/17,,2025/12/29,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VERVE,0264-006S,3000TEU,2025/12/18,,2025/12/30,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VISTA,0265-006S,3000TEU,2026/1/4,,2026/1/16,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VOW,0266-014S,3110TEU,2026/1/6,,2026/1/18,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VIVA,0267-015S,3000TEU,2026/1/12,,2026/1/24,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VERVE,0268-007S,3000TEU,2026/1/13,,2026/1/25,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2236,19,周四,10,泰赢（PAX） 地中海直航,PANDA 006,525W,6864TEU,2025/12/7,2025/12/7,2025/12/17,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2236,19,周四,10,泰赢（PAX） 地中海直航,PANDA 007,526W,5782TEU,2025/12/21,,2025/12/31,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2236,19,周四,10,泰赢（PAX） 地中海直航,PANDA 009,601W,5527TEU,2026/1/4,,2026/1/14,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),2236,19,周四,10,泰赢（PAX） 地中海直航,PANDA 008,602W,6078TEU,2026/1/18,,2026/1/28,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,BLANK SAILING,BLANK SAILING,,2025/11/13,,2025/12/21,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 611,W081,5610TEU,2025/12/3,2025/12/3,2025/12/18,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 512,W118,4680TEU,2025/12/13,2025/12/13,2025/12/28,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 612,W085,5610TEU,2025/12/19,,2026/1/3,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,INTERASIA INSPIRATION,W068,4843TEU,2026/1/1,,2026/1/16,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 611,W082,5610TEU,2026/1/12,,2026/1/27,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 621,W023,6350TEU,2026/1/15,,2026/1/30,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 512,W119,4680TEU,2026/1/22,,2026/2/6,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,JIRA BHUM,W009,7000TEU,2026/1/29,,2026/2/13,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | MTT（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,GSL GRANIA,548W,7849TEU,2025/12/5,2025/12/5,2025/12/22,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | MTT（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS PHOENIX,25049W,7000TEU,2025/12/13,2025/12/13,2025/12/30,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | MTT（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,SANTA CLARA MAERSK,551W,7114TEU,2025/12/20,,2026/1/6,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | MTT（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS BARDSEY,25052W,4957TEU,2025/12/27,,2026/1/13,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | MTT（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS CARINA,26001W,7000TEU,2026/1/8,,2026/1/25,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | MTT（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS CASSIOPEIA,26002W,7000TEU,2026/1/10,,2026/1/27,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | MTT（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,GSL GRANIA,603W,7849TEU,2026/1/17,,2026/2/3,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | MTT（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,GSL CHRISTEN,550W,6178TEU,2025/12/16,,2026/1/2,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
